ten_quan,url_goc,diem_review,noi_dung
Quán Ăn Huế O Xuân,https://www.foody.vn/ho-chi-minh/quan-an-hue-o-xuan-2,8.8,"Tới quán này ăn mình chỉ ăn bánh thập cẩm một dĩa đầy đủ tất cả các loại bánh Huế không thiếu loại nào. Bánh nào cũng ngon và hợp khẩu vị với mình😁😁
Đặc biệt ở đây bánh Huế ăn cùng với nem nướng. Nem nướng bằng than rất ngon mà hầu như ít quán có nem ăn cùng.
Giá cả hợp lý tuy nhiên chỗ này ngồi lại ăn hơi nóng nên mình thường order về nhà. Đóng gói rất cẩn thận và hợp vệ sinh"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,8.6,"Hôm bữa công ty mình mới tổ chức tiệc ở đây, thức ăn rất ok, phù hợp với giá tiền, nhà hàng cũng tranh thủ dành chỗ để bày tiệc cho bọn mình, mấy bé nhân viên cũng hiền và nhanh nhẹn, nói chung mình rất hài lòng ✌🏻"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,10,Bò tơ quán này ngon lắm nha. Bò mềm mà có lớp da bên ngoài thêm rau rừng cuốn bánh tráng ăn ngon lắm ý. Ghé đây cũng đc vài lần rồi. Phục vụ thân thiện lắm nha. Sẽ còn ghé lại nhiều lần nữa.
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,2.2,"Không còn lời nào để nói về quán ngoài từ quá tệ
Mình đặt 2 món bún đậu mắm tôm và bún chả hà nội. Món bún đậu đem ra là đậu thiu có mùi chua, khi mình gọi nv quán ra nói em kêu bếp thử đậu có mùi chua (m đã an 1 mieng thấy ko bthg, miếng thứ 2 cắn dở bỏ đó và miếng thứ 3 m để em mình thử coi đúng vị chua ko) bạn nv ko 1 lời xin lỗi hay gì cả bưng mẹt bún đậu mình đang ăn vô bếp, khoảng 3’ sau bưng trả mình mẹt đó ko có đậu, nói bếp chuẩn bị phần khác. Khoảng 5’ sau bưng trả mình 3 miếng đậu khác chiên kỹ hơn có phần cháy và nguyên mùi chua ban đầu. Mình lại nói bạn nv cũ đậu của em là đậu nãy chiên lại vẫn bị thiu, lần này bạn đó cũng ko 1 lời. Xong sau đó mình tính tiền, bạn thu tiền cũng chứng kiến hết ko 1 lời xin lỗi hay gì. thực sự rất bức xúc với 1 quán giữa quận 1 mà phục vụ quá kém"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,4.0,"Phục vụ siêu chậm + tệ.
1. Gọi 2 cái khăn lanh cũng quên luôn phải nhắc lại lần hai mới đem ra.
2. Món ăn đem ra siêu lâu. Đem bún mà k có rau. Phải hỏi xin thêm mới đem ra.
3. Sâm thì toàn mùi sả. Gọi sâm dứa sữa k có cũng không nói mà đem ra cái ly sâm toàn mùi sả.
4. Thái độ nhân viên nam phục vụ lề mề với siêu tệ. Tệ nhất trong nhưng lân tơi đây ăn"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,8.4,"Quán ngon, món đa dạng, giá cả rất hơp lý, phù hợp cho gia đình, nhóm. Đã đến ăn nhiều lần vẫn rất thích"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,10,"Nay mình mới tới đây ăn nè. Quán trang trí đẹp, món ăn thì đa dạng. Đồ ăn chế biến sạch sẽ, ngon nữa, giá cả cũng hợp lí. Phục vụ thân thiện. Rất thích quán này sẽ ghé lại lần sau ❤❤❤"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,3.8,"Mình order qua foody cơm tấm, cơm gà xối mỡ, bắp xào và chè. 
Nhân viên đóng gói thiếu 1 món. Những món còn lại ko ngon. Cơm khô, sườn có mùi hơi kỳ, bì chả thì bở , bắp xào quá mặn. Đóng gói ẩu về đến nơi nước sốt đổ hết ra ngoài. Giá không rẻ chút nào. 

Nói chung không đáng tiền, sẽ không quay lại lần thứ hai."
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,7.4,"O Thương bán nhiều chi nhánh nhưng mình hay đi chỗ này nhất:
- Chất lượng: rất ngon, phần ăn khá nhiều, đa dạng món từ Bắc Trung Nam miền nào cũng có vài món đại diện.
- Vị trí: ngay Hàm Nghi, Q1 quá dễ tìm.
- Gía cả: khá mắc, nhưng bù lại phần ăn nhiều ---> tiền nào của đó
- Không gian: trang trí tạm ổn, máy lạnh mát mẻ, sạch sẽ
- Phục vụ: cũng ổn mình chưa gặp vấn đề gì phải phàn nàn cả"
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,7.4,"Ở đây có nhiều món ăn mình thích, trong đó thích nhất là bánh Huế
Mình có đi ăn bánh Huế ở nhiều nơi, nhưng Ơ Thương cho mình cảm nhận vị ngon đặc trưng nhất.
Bánh bèo ngon, cảm nhận rõ vị ngọt, thơm và mềm của thịt tôm; tiếp đến là bánh bột lọc vừa dai dai, sần sật, ăn lạ miệng rất ngon; bánh nậm mềm mịn, ăn không ngán; bánh ram ít có vị dẻo của bột nếp, kết hợp với vị đậm đà của nhân tôm thịt và phần bánh giòn rụm, chấm với nước mắm vừa miệng, ăn một lần nhưng rất ấn tượng."
Ơ Thương - Món Việt - Hàm Nghi,https://www.foody.vn/ho-chi-minh/o-thuong-mon-viet-ham-nghi,9.4,"Bún đậu mắm tôm ở đây ngon lắm nha, mắm tôm pha thêm đường với chút tắc là ngon hết xảy luôn. Mâm này mình gọi mâm đặc biệt có thêm phèo, share cũng được nhưng ăn 1 người ăn là no căng các mẹ ạ 👏🏻"
Bếp - Món Ngon Xứ Quảng,https://www.foody.vn/ho-chi-minh/bep-mon-ngon-xu-quang,1.8,"Bánh bèo nguội, bánh bột lọc nhiều bột ít nhân, quán có mùi kì kì...."
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,4.6,"Sau 2 3 năm mới có dịp đi ngang ghé vào ăn. Nhìn quán khang trang hơn xưa mà vắng quá thấy cũng kỳ, tại hồi xưa tầm 19g quán đông lắm. Với chị nấu cũng không phải chị hồi đó mình ăn. Gọi 1 tô đầy đủ đặc biệt nhưng nhìn tô thất vọng quá hoàn toàn khác. Cả hủ sa tế cũng không giống. Đặc biệt là không có chén nước mắm ngâm ớt như hồi xưa mà đổi thành ớt riêng nước mắm riêng?
Quá thất vọng không biết có phải bị thu mặt bằng rồi tráo chủ không. Có bạn nào biết thông tin quán chị chủ cũ không ạ?"
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,3.6,"Đang có khuyến mãi khi đặt qua shopee. Cũng săn lùng các quán bún bò điểm cao ăn thử. Lần đầu tiên đặt ở đây tô bún đặc biệt nhìn cũng hấp dẫn lắm lắm. Nhưng khi ăn thì nước lèo nhạt nhẽo vô cùng k một xíu đậm đà gì á. Bò mềm nhưng k có độ dai như nạm bò mình thường ăn...mềm nguội sao sao á. Giò heo thì nguội ngắc luôn haizzzz, đặt thử ăn cho biết chứ k bao giờ ăn lần 2. Tô đặc biệt 62k+ship nữa là 83k cũng may có mã giảm giá còn 23k thôi🤣 chứ nếu k tiếc đứt ruột rồi🤣 chụp hình lên bao hấp dẫn mà ăn thì haizzzz 😩"
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,10,Bún bò 50k / phần . Có chả lá và thịt bò . Thịt siêu ngon . Thịt mềm . Nhiều nữa . Chả lá mềm nhiều tiêu . 50k mình thấy ko quá mắc so với chất lượng nước lèo vừa ăn .
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,3.0,Mình ăn ở quán hồi chiều. Nhân viên thấy cũng ok. Tô thường 50k. Tô đặc biệt có thêm giò heo 60k. Thịt khá nhiều. 2 miếng chả cũng bự. Nhưng thật sự là thấy không ngon. Nước lèo lạt và nguội. Thua tô bún bò 30k gần nhà mình. Bữa nay có công chuyện gần đó mà lúc đó gần 6h chiều rồi còn chưa được ăn trưa nữa nên mới ghé vô ăn thử. Nói chung là sẽ không quay lại
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,7.0,"Nếu ai là Fan của thịt thì ghé đây, tô bún bò tuy mắc nhưng thịt thì khỏi nói luôn.
Quán làm khá là nhanh luôn, vào kêu cái chứng 2 phút là có đồ ăn luôn rồi.
Mình hay kêu thập cẩm giò nạc, ngoài thịt bò thái miếng dầy ra thì còn nguyên cục giò bự chà bá luôn.
62k/ tô này, ăn xong lê lết."
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,5.4,"Mình biết quán này lâu rồi, ăn ở đây cũng được 2 lần. Không gianq quán rộng, thoáng, bàn ghế sạch sẽ, nhân viên thì thường là các cô chú lớn tuổi. Bún nhiều, thịt bò nhiều, nước lèo thì mình thấy hơi nhạt và không có vị đặc trưng của Bún bò lắm. Ở đây chắc nấu theo khẩu vị của người Sài Gòn nên không có thơm mùi mắm ruốc như các quán gốc Huế. Gía cũng khá mắc, mình kêu bò chả thì đã hơn 50k rồi (chắc do mặt bằng Quận 1), bạn mình bửa đó cũng kêu bò chả mà được chà bò mình thì được chả quế, không hiểu luôn ^^"
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,3.8,"Nhân viên quán ( người thu tiền) thái độ phục vụ rất tệ, thức ăn bình thường không nổi bậc, thức uống không hỏi khách cần hay không mang ra và tính tiền thắc mắc trả lời với thái độ thách thức không tôn trọng lần đầu đến sẽ không quay lại nơi này vì còn rất nhiều nơi phục vụ tốt hơn nhiều"
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,1.0,"Mình đi ăn lúc 8h tối,cũng còn mấy bàn,chắc sắp dọn nên bàn mình ngồi ko mở quạt.nóng quá nhờ mở quạt mà thái độ dửng dưng!ngó lơ dù nói nhiều lần
Kêu 2 tô đầy đủ mà 2 cục xương,ko có miếng thịt
Sau đó ông xã mình nói thì làm 1 chén có 1 cục móng trong đó
Tính tiền thêm chén giò
Thái độ chủ rất rất tệ
Dù ngon đến mấy cũng ko bao giờ ghé lại!"
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,1.2,"Hôm trước có đi ăn, kêu tô bún bò giò thị. Khi đem ra thì chỉ có thịt ko có giò. Mình kêu đổi lại thì đem ra them cho 1 chén giò. Lúc tính tiền thì tính tiền cả 2. Mình hỏi lại là sao kêu tô giò thịt mà tính tiền ra 2. Bà chủ quán hỏi GIỜ SAO? CÓ TRẢ TIỀN KHÔNG."
Bún Bò Bùi Thị Xuân,https://www.foody.vn/ho-chi-minh/bun-bo-bui-thi-xuan,7.0,"Lâu lâu thèm bún bò lại ghé đây ăn. Quán chỉ mở sáng chiều mà cạnh cty nên cũng tiện ghé. Tô ở đây khá là bự và nhiều thịt. 50k/ tô đầy đủ ăn xong no căng bụng. Phục vụ nhanh, bếp nằm ngay trong quán nên có thể thấy chủ quán làm tô bún cho mình luôn"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,9.6,"Cực thích bún mắm nêm ở đây, lần đầu mình ăn bún mắm nêm cà pháo mà dính luôn. Ở đây giá tầm 65k/phần
Chủ quán, nhân viên dễ thương lắm. Quán trang trí cổ xưa khá đẹp"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,8.0,"💕Ko gian quán nhỏ nhắn nhưng bài trí tinh tế và đẹp mắt, lúc ngồi ăn cứ tưởng như là đang ăn cơm ở quê nhà, 1 cảm giác rất ấm cúng.

💕Mình order 1 phần cuốn thập cẩm vs 1 cuốn bánh hỏi. Theo mình cuốn thập cẩm ngon hơn, có món chả giò và nước xốt chấm thịt ấn tượng. Cuốn bánh hỏi các thành phần ở trong món khá bình thường ăn ko ấn tượng bằng.

💕Nhân viên dui dẻ, phục vụ tốt. Gửi xe free nhe mn."
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,7.4,Không gian quán đẹp. Bún cá ngừ cũng ngon nhưng quay lại ăn lần 2 hơi ngán. Cũng k có nhiều sự lựa chọn cho mình
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,8.6,Mình hay ăn bún mắm nêm ở đây mắm nêm rất ngon. ( định hỏi mua về ăn nhưng quán ko bán huhu) bài trí đẹp + nhạc toàn nhạc Trịnh Công Sơn hay lắm luôn ( chắc chủ quán củng là fan nhạc Trinh). Giá củng đc tầm 65k q1 vậy là khá ổn. Có cái bánh tráng mè Miền Trung cuốn ngon lắm ai ăn kêu quán mang ra thêm
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,5.8,"Lần đầu tiên đặt giao tận nơi.
Món ăn tạm ổn, đóng gói đẹp, vệ sinh
Điểm trừ là đồ ăn lạnh tanh, ngoại trừ chả giò giòn rụm, còn tất cả ( kể cả nước chấm) lạnh như vừa lấy từ tủ lạnh ra."
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,3.8,"Hôm nay tự nhiên thèm nem nướng mẹt nên qua Chuỵ quán ăn vì mình đã từng ăn quán này cách đây khá lâu khi còn ở đường Nguyễn Thiện Thuật, nay quán đã chuyển qua CMT8. Sau đây là cảm nhận của mình về quán:
- Địa điểm: khá dễ tìm, nằm cuối hẻm
- Trang trí: khá đẹp dành cho banh nào thích chụp ảnh style vintage vô chụp bao đẹp lun. Mở toàn nhạc xưa xưa nghe khá thích. So với quán cũ thì rộng và đẹp hơn. 
- Phục vụ: nhanh lên món vì lúc mình đến chỉ có bàn mình và 1 bàn nữa thôi
- Giá cả: nếu so với phần ăn của trước đây thì mình cho là hợp lý, nhưng so với phần ăn hiện tại thì khá là cao vì rất ít đồ ăn ( hình cuối là phần ăn của quán trước đây). Do góc chụp nên có thể mọi ng sẽ thấy bằng nhau nhưng sự thật là nhỏ hơn khá nhiều nha
- khẩu vị: mình tới quán thì chỉ toàn ăn món này nên chỉ nói về món này thôi nhé, còn mấy món khác có ngon hay k thì k bik nè. So với trước đây thì quá dở luôn, nước chấm mặn mà dở tệ, thịt cục cục nhỏ xíu cũng mặn nốt, bánh rế chiên thì ăn chẳng có mùi vị gì. Chả cá và nem nướng mỏng, ăn cũng k mùi vị nốt. Còn nem chua để sẵn trên bàn thì ăn chỉ tạm được thôi mà tới 7k ( theo mình khá cao). Túm lại là dở tệ và ngán, k bjo mình quay lại quán này vì thấy quá là phí tiền luôn. Ah còn về nước thì mình kêu nước chanh đậu trắng, nước chanh uống khá ổn, còn đậu trắng nhạt thếch đúng chán, chả bik bỏ vào để làm gì???
>>> tổng quan là đối với khẩu vị của mình thì dở quá, k đáng tiền. Đây là ý kiến cá nhân, tuỳ khẩu vị của mọi người nhé.
 Ps: phần nem nướng mẹt 79k, nước chanh đậu trắng 25k, nem chua 7k"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,1.0,"Có vài Bạn chỉ ăn quán Chụyy, không ăn quán khác, cứ ai ăn mà chê, là y như rằng sau đó bạn này mua ăn liền và khen ngon. Trùng hợp dữ ha ??????"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,9.0,"Nhà mình ăn từ lúc quán còn bên Nguyễn Thiện Thuật, giờ về 6/33 CMT8 Q1, rộng rãi nhưng khá yên tịnh, Công ty mình thường ghé đây ăn trưa, mọi người rất thích kể cả các Sếp người nuwosc ngoài"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,2.6,"Đặt giao đến nơi mà nước chấm sốt đậu còn lạnh ngắt như vừa lấy từ tủ lạnh ra. Nem dở hơn mấy tiệm nem nướng bình thường. Chả cá thì gắt dầu, dù chỉ ăn 1 miếng nhỏ nhưng cũng đủ thấy khó chịu. Đọc review khen ngon, không biết ngon chỗ nào. Đáng lẽ không nên tin review mà tốn tiền mà còn mất bữa ăn ngon"
Chụyy Quán - Món Ngon Vị Miền Trung,https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang,10,"mình và bạn gái lần đầu ăn món miền trung thế này nhưng thấy rất hợp vị, nhân viên nói chuyện nhỏ nhẹ dễ thương khách chủ yếu là người lớn nên không khí yên tĩnh, quán trang trí phong cách hoài cổ và nhạc Trịnh mình thấy rất thích"
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,Bánh ngon lắm ạ tuyệt vời nhất
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,"món ăn rất ngon , rất tuyệt vời"
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,10,Quán đẹp đồ ăn giá cả hợp lý
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,"Thơm,ngon lạ miệng"
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,Món ăn rất ngon
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,Món ăn này ngon quá 9 điểm
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,Món ăn chất lượng .ngon lắm
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,Ngon .tuyệt vời. Rễ ăn
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,5.0,"Đồ ăn rất ngon ,hợp khẩu vị sẽ ủng hộ tiếp ạ"
Bếp Huế - Authentic Vietnamese Restaurant,https://www.foody.vn/ho-chi-minh/bep-hue,8.6,"món ăn ngon, hợp khẩu vị của mình, shop tư vấn nhiệt tình"
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.0,"Mình thầy có bạn nói tô không đáng 40k :) có thể đúng nhưng với địa điểm ở đây thì 40k còn rẻ :) nc lèo ngọt vừa bụng mình mà anh chủ siêu dễ thương và thân thiện, mình sẽ ghé lại hoài luôn vì sự phục vụ xứng đáng với chất lượng ở một nơi như vậy."
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,1.0,"Thấy review trên foody cao giá rẻ 35k cho 1 tô bún bò ok nên rủ bạn đi thử . Bưng ra 2 tô, tô bạn mình được 2 miếng thịt sụn vừa, tô mình kêu ít bún chứ không có kêu ít thịt 🙂 cho 2 miếng đúng mỏng còn có 2 cục xương to ở giữa , nói thiệt tô đó không đáng 30k chứ đừng nói 40k ( giá đã tăng từ 35k->40k sau 25 tết) . Ăn mà bức xúc vô cùng không hiểu sao 40k mà có thể cho nhiêu đó thịt ☹️️ cắt cổ hay gì!!! Không bao h ghé lại😡"
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.4,Đặt hàng từ Đinh Tiên Hoàng từ goviet mua dùm bún bò sụn tô 35k và chỉ khoảng 10 phút nhận được hàng. Nước lèo đậm đà ăn ngon miệng khá rẻ vs mức giá phù hợp để trở lại lần nữa.
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.2,"Quán bán rất nhiều món. Mình thì tâm đắc nhất hủ tíu khô với bún bò sụn. Nước súp ngọt thanh, nước bún bò thì thơm không quá nặng mùi như một số quán. Quán sạch sẽ. Mỗi tội chỗ gửi xe có một xíu ở trước quán thôi à..."
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.4,"Nghe nhiều bạn bình luận quán bún bò “Sụn” này ngon, bổ, rẽ (35k) nên em chạy tuốt từ Quang Trung Gò Vắp đến đây để ăn thử. Tuy quán đông khách nhưng chỉ không đầy 5 phút chờ đợi là tô Bún Bò Sụn Đặc biệt (em kêu tô đặc biệt) em ăn cho xứng với công lao em chạy từ xa đến quán này. Tô bún thơm phức với đĩa rau giá quá hấp dẩn. Sụn vừa to, vừa mềm, quả thật là ngon, nước lèo vừa ăn, em húp hết trơn hết trọi luôn. Thấy xung quanh mọi người đều kêu cam vắt uống, nên em cũng kêu 2 ly uống thử (em với con nhỏ bạn), em chấm 10 điểm luôn. Cam được vắt trước mặt bạn, cam tươi rói, ngọt cam chứ không ngọt đường.
Cô chủ thì rất nhiệt tình, quán sạch sẽ, ngăn nắp, em ăn xong còn được anh chủ quán dắt xe xuống đường, miển phí. 
Bạn nào mê ăn bún bò nhất là Sụn bò thì không thể không ghé quán này nha. Em xin hết ! 
Lúc ngồi chờ em chụp hình cái quán cho các bạn tham khảo nè."
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.4,"Bún bò ngon, Sụn rất ngon, nứơc lèo ngọt thịt, nêm nếm vừa miệng mà giá cả cũng ok (bún không nhiều lắm nên ăn vừa bụng không quá no). Tô đặc biệt có sụn 35k. Thích thịt bò cắt lát mỏng + to nên nhìn khá hấp dẫn, chả cũng ổn. Nhân viên nhanh nhẹn, gĩư xe free, nên ăn thử !"
Bún Bò Sụn - Trần Khắc Chân,https://www.foody.vn/ho-chi-minh/bun-bo-sun-tran-khac-chan,9.6,"Hôm qua mình cùng 2 người bạn ghé quán Bún Bò Sụn này ăn thử (xem hình tô bún bò) vì thấy nhiều người chia sẽ & khen ngon trên trang Facebook.
Về phần dịch vụ thì mình rất ấn tượng vì 2 vợ chồng chủ nhân của quán đón tiếp và phục vụ bọn mình rất chu đáo và nhiệt tình. Quán tuy khá đông nhưng mình không phải đợi lâu, khoảng 8 phút là ra 3 tô nóng hỏi vừa thỏi vừa ăn ! ăn xong, anh chủ quán vui vẽ dắt xe cho bọn mình, gửi xe trước quán miển phí nha ! mình cho 10 điểm
Phần ẩm thực thì quả thật “hữu xạ tự nhiên hương”, mùi thơm ngay ngắt của nước lèo, nước trong reo, thịt bò bắp và sụn thì khổi chê. Bọn mình kêu thêm một tô Sụn, ròi thêm một tô Sụn nửa vì Sụn ở đây vừa dòn dòn, vừa thớm phức ! phần bún thì vừa đủ chín, mềm và thơm. Rau muống, bắp chuối, giá, rau huế v.v đầy đủ, ớt ngâm nước mấm tuyệt chiêu ngon ! Tất cả điều siêu sạch. Mình cho thêm 10 điểm
Phần giá cả thì chi 35k một tô, thêm Sụn thì 50k, đáng đồng tiền bát gạo ! bọn mình húp hết súp một cái rèo , tô sụn cũng húp luôn !!! vì nước lèo quá ngon ! 10 điểm luôn
Bạn nào ăn theo tiêu chí “Ngon Bổ Rẽ” là phải ghé vào quán này, sẽ ghiền…"
Bún Cá Nha Trang - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-ca-nha-trang-nguyen-du,1.0,"Nhân viên có chị đeo kính thái độ rất khó chịu, đồ ăn bình thường không có gì đặc sắc mà giá mắc so với chất lượng."
Bún Cá Nha Trang - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-ca-nha-trang-nguyen-du,1.0,"Mình có qua quán ăn gọi 1 phần nem nướng nhưng quán làm nhầm sang bún nem nướng và nhân viên có thái độ khó chịu. Bún nem nướng ăn dở tệ, ít nem nhiều bánh đa chiên, sốt trộn bún nhạt nhẽo. 
Không bao giờ quay lại"
Bún Cá Nha Trang - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-ca-nha-trang-nguyen-du,6.4,"Mình oder bún chả cá về ăn khá ngon, chả cá vừa ăn, khá nhiều nữa, được cái a ship giao đúng giờ nên đồ ăn vẫn còn nóng hổi, hình như quán đang có giảm giá nên khi mình đặt cũng giảm được kha khá ^ ^ lại đổi khẩu vị nữa"
Bún Cá Nha Trang - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-ca-nha-trang-nguyen-du,8.2,"Mình order 2 phần bún chả cá sứa + 1 phần nem nướng. Trước hết là vị nước lèo của bún chả rất đậm đà, khá ngon miệng. Chả cá thì ngập tô, tiếc là quán vừa bán hết sứa😭😭 nên không thưởng thức trọn vẹn. Phần nem nướng cho quá trời rau ăn kèm, nem nướng cũng ngon ngang với nem bà Hùng trên dalat 🤤🤤 

Ăn 2 ng hết 150k cho buổi trưa sang chảnh😂😂"
O Hồng - Bún Bắp Bò - Nguyễn Văn Thủ,https://www.foody.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,9.4,"Mỗi ngày đi làm đều ăn, rất ngon, thích nhất món sụn chả cua,"
O Hồng - Bún Bắp Bò - Nguyễn Văn Thủ,https://www.foody.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,10,"Quán khá nhiệt tình, Thường xuyên ăn ở đây, giá cả rất tốt so với thị trường mặt bằng Quận 1. Mình ăn ở đây có anh chủ tư vấn nhiệt tình lắm"
O Hồng - Bún Bắp Bò - Nguyễn Văn Thủ,https://www.foody.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,4.0,Ăn xong đau bụng và đau đầu. Bún cũng không ngon như đánh giá 4-5sao
O Hồng - Bún Bắp Bò - Nguyễn Văn Thủ,https://www.foody.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,1.0,"Mình đi ăn hôm chủ nhật 14/6 vừa rồi
Ngồi bên trong quán cũng khá nhiều ruồi nhưng khách cũng đông và nhìn cũng sạch sẽ nên mình tin tưởng nghĩ ko đến nỗi nào
Ăn xong tự nhiên tô nổi lên nguyên con ruồi
Cho quán coi thì bé bưng bàn còn xin lỗi còn bà naus thì nói (ai biết đâu)???
Bán đồ ăn có nồi nước lèo mà còn ko canh được thì thua
Quán xá nhìn cũng đàng hoàng mà bán kiểu dơ kinh khủng
Lần đầu cũng như lần cuối goodbye quán vì cả chất lượng đồ ăn và thái độ

Đi toang ngày chủ nhật của mình"
O Hồng - Bún Bắp Bò - Nguyễn Văn Thủ,https://www.foody.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,3.8,"Đã ăn ở đây 1 lần, nói chung không giống bùn bò huế, vị hơi lạt, thịt giò lạnh ( có lẽ để tủ lạnh gắp ra ), thịt hơi ít, so với giá tiền đó ăn bún bò ở Mac Đỉnh Chi góc Nguyễn Thị Minh Khai thì ngon hơn. phục vụ chậm chap, khách vào đông thì không nhớ gì luôn, kêu cả 20 phút ngồi đợi món ra , xong phục vụ chay ra hỏi mình ăn gì ( trong khi mình đã kêu món trước cả 20 phút ) , thấy bực ghê. nói chung ghé quán 1 lần, lần sau không ghé nữa, giá cả và phục vụ không tốt"
