ten_quan,diem_trung_binh,dia_chi,gio_mo_cua,gia_ca,lat,lon,url_anh,diem_Không gian,diem_Vị trí,diem_Chất lượng,diem_Phục vụ,diem_Giá cả,thuc_don,url_goc
Unknown,,,,,,,/style/images/picdetail-gift.png,,https://www.foody.vn/ho-chi-minh/coupon
Gloria Jean's Coffees - Nguyễn Huệ,8.0,"133 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  07:00 - 22:00,35.000đ - 120.000đ,10.7752591000000,106.7028987000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv9u43z3995cc,8.0,8.0,8.0,8.0,8.0,TIRAMISU (69.000đ) | CORN CHEESE (69.000đ) | CAFÉ LATTE (L) (80.000đ) | FLAT WHITE (L) (80.000đ) | CAPPUCCINO (R) (70.000đ) | CAPPUCCINO (L) (80.000đ) | CAFÉ LATTE (S) (60.000đ) | CAFÉ LATTE (R) (70.000đ) | FLAT WHITE (S) (60.000đ) | FLAT WHITE (R) (70.000đ) | PICCOLO 4oz (45.000đ) | MACCHIATO 4oz (45.000đ) | LONG BLACK/ AMERICANO (L) (65.000đ) | ESPRESSO (35.000đ) | LONG BLACK/ AMERICANO (S) (45.000đ) | LONG BLACK/ AMERICANO (R) (55.000đ),https://www.foody.vn/ho-chi-minh/gloria-jean-s-coffees-nguyen-hue
Cơm Văn Phòng MiMi - Lê Thánh Tôn,_._,"15b/33 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  11:00 - 19:00,Đang cập nhật,10.7801125000000,106.7052475000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m15s1zyaztkrc7,--,--,--,--,--,Tôm Ram Thịt (60.000đ) | Cơm Ba rọi xào mắm ruốc (52.000đ) | Chả cá thát lát chiên sốt cà (50.000đ) | Thịt heo xào măng (55.000đ) | Mắm KHO (70.000đ) | Cá trê mắm gừng (55.000đ) | CÁ THU NHẬT KHO CÀ (55.000đ) | CÁ TRÊ KHO TIÊU (60.000đ) | Sườn Non Kho (60.000đ) | THỊT KHO TRỨNG (50.000đ) | Gà Kho Sả Ớt (50.000đ) | Cơm cá basa kho (50.000đ) | Cơm thịt luộc cà pháo mắm tôm (50.000đ) | Vịt Kho Gừng (50.000đ) | Khô Cá Dứa Chiên Giòn (50.000đ) | TRỨNG CHIÊN THỊT (50.000đ) | Cá Ngừ Kho Thơm (50.000đ),https://www.foody.vn/ho-chi-minh/com-van-phong-mimi-le-thanh-ton
Súp Cua Nguyễn Huệ,_._,"40E Ngô Đức Kế, Quận 1, TP. HCM",Chưa mở cửa  14:00 - 17:00,16.000đ - 32.000đ,10.7730636000000,106.7051325000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfs5bh73wm132,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/sup-cua-nguyen-hue
"Chè Comi Quận 5 - Giải Khát, Ăn Vặt & Chè",_._,"18/13 An Bình, P. 5, Quận 5, TP. HCM",Chưa mở cửa  11:30 - 20:00,Đang cập nhật,10.7506077000000,106.6739832000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lviq41rlhhes40,--,--,--,--,--,Dừa dầm sữa tươi truyền thống (30.000đ) | Thạch cốt dừa sữa dừa (CÔNG THỨC MỚI) (30.000đ) | Thạch lá dứa sữa dừa (30.000đ) | Thạch dừa tấm ĐẶC BIỆT sữa dừa (30.000đ) | Thạch rau má sữa dừa (30.000đ) | Gói dừa sấy nhiều (4.000đ) | Gói đậu phộng nhiều (3.000đ) | Thạch cốt dừa (CÔNG THỨC MỚI) (5.000đ) | Thạch trân châu caramel 3Q (5.000đ) | Thạch lá dứa (5.000đ) | Thạch dừa tấm ĐẶC BIỆT (10.000đ),https://www.foody.vn/ho-chi-minh/che-comi-quan-5-giai-khat-an-vat-che
Ai Coffee - Võ Văn Kiệt,_._,"Hẻm 20 Võ Văn Kiệt, P. Nguyễn Thái Bình, Quận 1, TP. HCM",Chưa mở cửa  06:00 - 18:00,10.000đ - 30.000đ,10.7676160000000,106.7013300000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe1zwc050ple8,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/ai-coffee-vo-van-kiet
Cá Viên Chiên 5K Ngon Quận 10 - Trần Thiện Chánh,_._,"12 Trần Thiện Chánh, P.12, Quận 10, TP. HCM",Chưa mở cửa  15:30 - 22:30,5.000đ - 15.000đ,10.7731158000000,106.6704447000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvb7a20zlqc10,--,--,--,--,--,Combo lớn (240.000đ) | Combo2. (120.000đ) | Combo2 chiên nước mắm. (135.000đ) | Cơm lam (15.000đ) | Cá viên (5.000đ) | Bò viên (7.000đ) | Tôm viên (7.000đ) | Xúc xích Đức (15.000đ) | Đậu hủ phô mai (14.000đ) | Phô mai que (10.000đ) | Sò điệp (11.000đ) | Cua Singapore (11.000đ) | Combo cá viên (25.000đ) | Phô mai viên (7.000đ) | Combo tôm viên (35.000đ) | Tàu hủ chiên giòn (6.000đ),https://www.foody.vn/ho-chi-minh/ca-vien-chien-5k-ngon-quan-10-tran-thien-chanh
Bún Thịt Nướng Ngon Nobi Phú Nhuận,_._,"59/4 Phan Đăng Lưu, P. 7, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  18:00 - 22:00,Đang cập nhật,10.8032631000000,106.6885724000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m3egsutkmg8sae,--,--,--,--,--,Bún Thịt Nướng (45.000đ) | Bún Nem Nướng (45.000đ) | Bún Thịt Nướng + nem nướng tặng 1 chai suối 500ml (55.000đ) | Bún thêm (5.000đ) | Thịt xiêng nướng thêm (20.000đ) | Nem nướng thêm (15.000đ) | Suối Dasani 500ml (10.000đ) | Thumsup tăng lực (15.000đ),https://www.foody.vn/ho-chi-minh/bun-thit-nuong-ngon-nobi-phu-nhuan
Milano Coffee - 136 Đường D2,_._,"136 Đường D2, P. Tân Phú, Quận 9, TP. HCM",Chưa mở cửa  09:00 - 22:00,15.000đ - 35.000đ,10.8489570000000,106.7982010000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8fda96lwpl5f,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/milano-coffee-136-duong-d2
Ăn Vặt - Tiệm Nhà Như - Tân Bình,_._,"289 Võ Thành Trang, P. 11, Quận Tân Bình, TP. HCM",Chưa mở cửa  08:00 - 21:00,12.000đ - 30.000đ,10.7892630000000,106.6470480000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lxv3kq2fvuftb7,--,--,--,--,--,Lạp xưởng nướng đá (25.000đ) | Xúc xích phomai giấy bạc (25.000đ) | Xúc xích Đức xông khói nướng đá (20.000đ) | Khoai tây chiên (25.000đ) | Combo mua 10 tặng 2 (230.000đ) | Mì trộn xúc xích+trứng (40.000đ) | Mì trộn trứng (30.000đ) | Nước sâm bông cúc (10.000đ) | Nước bí đao hạt chia (10.000đ) | Hamburger bò (35.000đ) | Combo Gà viên popcorn + nước (40.000đ) | Hotdog xúc xích xông khói (35.000đ) | Hamburger gà (35.000đ) | Hamburger hải sản (35.000đ) | Combo hamburger bò + trứng + phomai + nước (55.000đ),https://www.foody.vn/ho-chi-minh/an-vat-tiem-nha-nhu-tan-binh
Quán Nhậu Hải Sản 112,_._,"1129 Huỳnh Tấn Phát, Quận 7, TP. HCM",Chưa mở cửa  16:00 - 22:30,50.000đ - 200.000đ,10.7410243304598,106.7304825782775,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgrradixot73c,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/quan-nhau-hai-san-112
"Ngọc Bích - Chả Lụa, Pate & Thịt Nguội - Quận 11",_._,"96/4 Lý Nam Đế, P. 7, Quận 11, TP. HCM",Chưa mở cửa  09:00 - 20:00,Đang cập nhật,10.7605135000000,106.6598373000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lt6o9i6l98k995,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/ngoc-bich-cha-lua-pate-thit-nguoi-quan-11
Pham Panna - Ăn Vặt - Quận 10,_._,"216/31 Hoà Hưng, P. 13, Quận 10, TP. HCM",Chưa mở cửa  08:00 - 22:00,Đang cập nhật,10.7788156000000,106.6729353000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m2jc94sjoqsyd3,--,--,--,--,--,BÔNG LAN TRỨNG MUỐI (45.000đ) | BÁNH MÌ PHÔ MAI TAN CHẢY (28.000đ) | BÁNH MÌ phô mai bơ tỏi (28.000đ) | BÁNH MÌ HAMBURGER XÚC XÍCH (28.000đ) | PANNA Cotta - Chanh dây (12.000đ) | PANNA Cotta - Việt quất (12.000đ) | PANNA cotta - Đào/ Dâu (12.000đ) | FLAN WHIPPING (12.000đ) | MATCHA Sữa tươi (LATTE) (25.000đ) | MATCHA LATTE DÂU (30.000đ) | MATCHA LATTE CARAMEL (30.000đ) | LATTE DÂU SẤY (30.000đ) | PHIN Sữa tươi (LATTE) (25.000đ),https://www.foody.vn/ho-chi-minh/pham-panna-an-vat-quan-10
Hủ Tiếu Nam Vang 68 - Đường D2,_._,"C10 Đường D2, P. Tân Thới Nhất, Quận 12, TP. HCM",Chưa mở cửa  06:00 - 10:00,Đang cập nhật,10.8238392000000,106.6237701000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-ly4uvtu7nmogb3,--,--,--,--,--,Hủ Tiếu Nam Vang (45.000đ) | Hủ Tiếu Sườn Heo (45.000đ) | Hủ Tiếu Nam Vang Đặc Biệt (65.000đ) | Hủ Tiếu Nam Vang Thập Câm Best Seller (80.000đ) | Hủ Tiếu Giò Heo (45.000đ) | Mì Nam Vang (45.000đ) | Mì Hải Sản (65.000đ) | Mì Nam Vang Đặc Biệt (65.000đ) | Mì Sườn Heo (45.000đ) | Mì Giò Heo (45.000đ) | Hủ Tiếu Mì (45.000đ) | Hủ Tiếu Mì Đặc Biệt (65.000đ) | Bánh Canh Thập Cẩm (45.000đ) | Bánh Canh Sườn Heo (45.000đ) | Bánh Canh Giò Heo (45.000đ),https://www.foody.vn/ho-chi-minh/hu-tieu-nam-vang-68-duong-d2
Cơm Gà Xối Mỡ 158 Miss Sài Gòn - Bùi Viện,_._,"158 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Chưa mở cửa  09:00 - 23:00,Đang cập nhật,10.7667800000000,106.6922810000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvec3npbqo45f,--,--,--,--,--,Cơm gà xối mỡ (75.000đ) | Cơm chiên hải sản (85.000đ) | Cơm bò xốt tiêu đen (80.000đ) | Cơm chiên dương châu (70.000đ) | Cơm chiên cua (85.000đ) | Cơm chiên tôm tỏi (75.000đ) | Mì xào bò sốt tiêu đen (75.000đ) | Mì xào hải sản (85.000đ) | Mì cay Hàn Quốc (60.000đ) | Mì xào giòn hải sản (85.000đ) | Mì gà xối mỡ (75.000đ) | Mì gà sốt tiêu đen (75.000đ) | Mì xào xúc xích trứng (60.000đ) | Mì Ý xúc xích (60.000đ) | Nui xào bò sốt  tiêu đen (75.000đ) | Nui gà xối mỡ (75.000đ),https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-158-miss-sai-gon-bui-vien
Một Bữa Chay - Món Chay - Quận 10,_._,"677 Bà Hạt, P. 6, Quận 10, TP. HCM",Chưa mở cửa  07:30 - 18:00,Đang cập nhật,10.7643215000000,106.6618423000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lt1s6p4o1sxw03,--,--,--,--,--,Bún gạo xào (35.000đ) | Bánh bao chay (10.000đ) | Bánh giò chay (20.000đ) | Cơm lứt đậu (25.000đ) | Mứt chùm ruột (23.000đ) | Tương kho quẹt thường chiếu (21.000đ),https://www.foody.vn/ho-chi-minh/mot-bua-chay-mon-chay-quan-10
Thế Giới Steak - Đường D2,7.3,"213/3 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  09:00 - 22:00,12.000đ - 110.000đ,10.8068462000000,106.7158888000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m23hmguopkgu6d,7.6,7.5,7.2,7.1,7.1,Steak Việt sốt tiêu đen (145.000đ) | Steak Việt sốt BBQ (145.000đ) | Thăn Bò Mỹ sốt Tiêu Đen( Ribeyes) (245.000đ) | Steak Việt sốt kem Nấm (145.000đ) | Steak Việt sốt Phô Mai (145.000đ) | Thăn Bò Mỹ sốt Đặc Biệt (245.000đ) | Steak Việt sốt Trứng muối (145.000đ) | Thăn Bò Mỹ sốt BBQ( Ribeyes) (245.000đ) | Thăn Bò Mỹ sốt Kem Nấm(Ribeye) (245.000đ) | Steak  Việt sốt  Đặc Biệt (145.000đ) | Combo noel 2 (149.000đ) | Thăn Bò Mỹ sốt Phô mai( RibEyes) (245.000đ) | Steak Việt sốt  Mù Tạt vàng (145.000đ) | Thăn Bò Mỹ sốt Mù Tạt Vàng( Ribeye) (245.000đ) | Thăn Bò Mỹ sốt kem Trứng Muối( Ribeyes) (245.000đ),https://www.foody.vn/ho-chi-minh/the-gioi-steak-nguyen-gia-tri
UNDY - Trà Sữa & Cà Phê - Quận 7,_._,"121 Đường Số 17, P. Tân Quy, Quận 7, TP. HCM",Chưa mở cửa  08:00 - 22:30,Đang cập nhật,10.7449060000000,106.7123430000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lwsabmfwe95n2b,--,--,--,--,--,Trà Sữa Thiết Quan Âm (M) (21.000đ) | Lục Trà Sữa (M) (21.000đ) | Hồng Trà Sữa CaCao (M) (21.000đ) | Hồng Trà (M) (14.000đ) | Trà Olong Lài (M) (14.000đ) | Trà Bí Đao Tắc Tươi (M) (14.000đ) | Lục Trà (M) (14.000đ) | Trà Sữa Khoai Môn Tươi (43.000đ) | Trà sữa truyền thống (29.000đ) | Trà sữa undy full topping (51.000đ) | Trà sữa matcha (32.000đ) | Trà sữa gạo rang ( Kiều Mạch ) (33.000đ) | Trà sữa olong lài (33.000đ) | Trà sữa olong tươi (31.000đ) | Olong tươi sốt khoai môn (46.000đ) | Trà sữa oreo phô mai (43.000đ),https://www.foody.vn/ho-chi-minh/undy-tra-sua-ca-phe-quan-7
Cơm Tấm Bụi Sài Gòn - Đường D2,6.0,"97 Đường D2, P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  07:00 - 22:00,25.000đ - 40.000đ,10.8026410000000,106.7156754000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstybswf3lw95d,7.0,6.4,6.1,5.6,4.9,,https://www.foody.vn/ho-chi-minh/com-tam-bui-sai-gon-duong-d2
Super Prime Pizza - E Mart Gò Vấp,6.9,"Tầng 1 E - Mart Gò Vấp, 366 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",Chưa mở cửa  08:00 - 22:00,30.000đ - 160.000đ,10.8226010000000,106.6936470000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa2bbbeauhl52,7.8,7.4,6.6,6.5,6.2,,https://www.foody.vn/ho-chi-minh/super-prime-pizza-e-mart-go-vap
Cafe Hẻm Bùi Viện,8.2,"Hẻm 12 Bùi Viện, Quận 1, TP. HCM",Đang cập nhật,10.000đ - 30.000đ,10.7678970000000,106.6952060999999,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfsf78onbh7cb,9.3,9.0,8.5,7.5,6.5,,https://www.foody.vn/ho-chi-minh/cafe-hem-bui-vien
Trà Sữa Hẻm - Gò Vấp,_._,"221 Phạm Văn Chiêu, P. 14, Quận Gò Vấp, TP. HCM",Chưa mở cửa  08:00 - 23:00,Đang cập nhật,10.8484373000000,106.6456926000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m2iz8adqxacy17,--,--,--,--,--,Trà sữa Thái xanh (23.000đ) | Truyền Thống Đậm Trà (23.000đ) | Trà Sữa Thái Đỏ (23.000đ) | Hồng trà sủi bọt (20.000đ) | Trà sữa socola (27.000đ) | Trà Sữa Khoai Môn (27.000đ) | Trà tắc lài siêu thơm (20.000đ) | Trà Sữa Gạo Rang (27.000đ) | Sâm dứa sữa (27.000đ) | Trà đào (25.000đ) | Cacao sữa (30.000đ) | sữa Tươi trân châu đường đen (30.000đ) | Bí đao hạt chia (20.000đ) | Trà Sữa Olong Lài (27.000đ) | Trà vải (30.000đ) | Trà Sữa Socola Bạc Hà (28.000đ) | Trà ổi (25.000đ) | Sữa Tươi Sốt Socola (34.000đ),https://www.foody.vn/ho-chi-minh/tra-sua-hem-go-vap
Our Bingsu - Bàu Cát,8.1,"187 Bàu Cát, P. 12, Quận Tân Bình, TP. HCM",Chưa mở cửa  09:00 - 22:00,10.000đ - 110.000đ,10.7907190000000,106.6461570000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhpa5fzc1qxea,8.7,8.0,8.0,8.0,7.7,,https://www.foody.vn/ho-chi-minh/our-bingsu-bau-cat
Bee Cafe - Phạm Văn Đồng,_._,"343 Phạm Văn Đồng, P. 13, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  09:00 - 22:00,12.000đ - 18.000đ,10.8222760000000,106.7028140000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw94djmr3i6z55,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/bee-cafe-pham-van-dong
Lẩu Xí Quách - Cách Mạng Tháng 8,_._,"199 Cách Mạng Tháng 8, Quận 3, TP. HCM",Chưa mở cửa  10:00 - 22:00,80.000đ - 200.000đ,10.7755539000000,106.6855318000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwce64ny5tjt83,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/lau-xi-quach-cach-mang-thang-8
Maple Bình Thạnh - Cơm Mì Hàn Quốc,_._,"178/13 Nguyễn Văn Thương, P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  09:00 - 21:00,Đang cập nhật,10.8029840000000,106.7215550000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m33ab90ut9214d,--,--,--,--,--,Cơm Gà Cà ri +Súp chả cá+kim chi+cá cơm (120.000đ),https://www.foody.vn/ho-chi-minh/maple-binh-thanh-com-mi-han-quoc
Gỏi Cuốn - Bò Bía Quận 4,_._,"874/25 Đoàn Văn Bơ, P. 18, Quận 4, TP. HCM",Chưa mở cửa  07:00 - 17:00,Đang cập nhật,10.7551830000000,106.7153840000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvfbg4t7no998,--,--,--,--,--,Gỏi cuốn tôm thịt (8.000đ) | Goi cuốn tôm . (9.000đ) | Bò bía (6.000đ) | Gỏi cuốn tai heo (8.000đ) | Trà tắc ly 1l (17.000đ) | Trà chanh (16.000đ) | Chanh muối ly 1l (17.000đ) | Bì cuốn (7.000đ) | Nước cam tươi  ly 1l (25.000đ) | Đá me (20.000đ) | Gỏi đu đủ tôm thịt tai heo. (40.000đ) | Trà Đào (20.000đ) | Nước mía (16.000đ) | Gỏi đu đủ khô bò (35.000đ),https://www.foody.vn/ho-chi-minh/goi-cuon-bo-bia-quan-4
Gol Coffee - Trường Sa,_._,"1108 Trường Sa, P. 12, Quận 3, TP. HCM",Chưa mở cửa  06:30 - 21:00,13.000đ - 20.000đ,10.7880455000000,106.6711579000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfscruif5cpae,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/gol-coffee-truong-sa
Mì Cay - Quận 8,_._,"56 Âu Dương Lân Nối Dài, Khu C, P. Rạch Ông, Quận 8, TP. HCM",Chưa mở cửa  07:00 - 21:00,Đang cập nhật,10.7473620000000,106.6823790000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m37nuyak90x815,--,--,--,--,--,Soda dâu tây (20.000đ) | Soda dâu tằm (20.000đ) | Soda vải (20.000đ) | Soda việt quất (20.000đ) | Soda ổi (20.000đ) | Soda dứa (20.000đ) | Soda Đào (20.000đ) | Trà mít hạt đác (25.000đ) | Sữa tươi trân châu đường đen (25.000đ) | Trà vải dầm (20.000đ) | Trà mãng cầu (20.000đ) | Trà dâu tây (20.000đ) | Trà dâu tằm (20.000đ) | Trà thơm (20.000đ) | Trà ổi (20.000đ) | Trà vải (20.000đ) | Trà đào (20.000đ),https://www.foody.vn/ho-chi-minh/mi-cay-quan-8
Quán 5 Nghệ - Gà Ta Ngũ Vị,_._,"43/16 Lý Chiêu Hoàng, P. 10, Quận 6, TP. HCM",Chưa mở cửa  15:00 - 23:00,Đang cập nhật,10.7359059000000,106.6317178000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvckl7d9vh5a9,--,--,--,--,--,Bún Gạo Gà Lá É (50.000đ) | Lẩu gà chanh dây 1/2 con (200.000đ) | Lẩu gà lá é 1/2 con (200.000đ) | Gà Tiềm Ớt Hiểm (55.000đ) | Gà Chanh Dây (Bún Tươi) (50.000đ) | Cháo Gà (50.000đ) | Bún Tươi Gà Lá É (50.000đ) | Bún Gạo gà Lá Giang (50.000đ) | Cháo Gói Gà 1/4 Con (95.000đ) | Lẩu gà chanh dây 1con (370.000đ) | Lẩu gà lá Giang 1con (370.000đ) | Lẩu gà lá Giang 1/2 (200.000đ) | Lẩu gà lá é 1con (370.000đ) | Lẩu gà chanh dây mini (120.000đ) | Lẩu gà lá Giang  mini (120.000đ) | Lẩu gà ớt hiểm mini (120.000đ) | Bún Tươi Gà Lá Giang (50.000đ) | Lẩu Gà lá é Mini (120.000đ),https://www.foody.vn/ho-chi-minh/quan-5-nghe-ga-ta-ngu-vi
Cơm Gà 268 - Lê Thánh Tôn,_._,"268 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",Chưa mở cửa  08:00 - 20:00,Đang cập nhật,10.7720066000000,106.6956144000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mhei8u1eugb3b2,--,--,--,--,--,Cơm Chiên Hải Sản (78.000đ) | Cơm Cánh Gà Chiên Nước Mắm (78.000đ) | Cơm Gà Chiên Nước Mắm (78.000đ) | Cơm Chiên Dương Châu (73.000đ) | Cơm Hải Sản Xào SaTế (78.000đ) | Cơm Gà Mắm Tỏi Đùi 1/4 (78.000đ) | Cơm Xào Hải Sản (78.000đ) | Cơm Gà Xối Mỡ (73.000đ) | Hải Sản Xào Thập Cẩm (65.000đ) | Trứng Ốp La (13.000đ) | Đùi Gà Mắm Tỏi 1/4 (65.000đ) | Canh Thêm (17.000đ) | Cơm Chiên Thêm (17.000đ) | Đùi Gà Xối Mỡ 1/4 (60.000đ) | Hủ Tiếu Mềm Xào Bò (78.000đ),https://www.foody.vn/ho-chi-minh/com-ga-268-le-thanh-ton
Vú Heo Nướng Phúc Lợi - Vĩnh Khánh,_._,"357A Vĩnh Khánh, P. 8, Quận 4, TP. HCM",Chưa mở cửa  17:30 - 22:00,10.000đ - 80.000đ,10.7619584000000,106.7020106000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8qa7ytift36,--,--,--,--,--,Vú heo nướng (100.000đ) | Đậu bắp nướng (5.000đ) | Chân gà nướng sa tế (20.000đ) | Mề gà nướng sa tế (80.000đ) | Thịt xiên nướng (70.000đ) | Bạch tuộc (100.000đ) | Tôm (70.000đ) | Đậu Bắp (20.000đ),https://www.foody.vn/ho-chi-minh/vu-heo-nuong-phuc-loi-vinh-khanh
Trà Sữa Ping Cha Bình Tân,6.3,"136 Đường Số 24A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",Chưa mở cửa  08:00 - 22:30,28.000đ - 39.000đ,10.7564060000000,106.6117440000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8ho8szvowpe9,6.7,6.3,6.3,6.0,6.0,,https://www.foody.vn/ho-chi-minh/tra-sua-ping-cha-binh-tan
Há Cảo Singapore - Phan Xích Long,7.3,"004 Chung Cư A2 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  14:00 - 22:30,20.000đ - 50.000đ,10.7993520000000,106.6865880000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbmbauys4wrca,8.0,7.8,7.4,6.8,6.4,,https://www.foody.vn/ho-chi-minh/ha-cao-singapore-phan-xich-long
Cô Mỹ Bình Định - Bánh Cuốn Bình Định - Quận 11,_._,"127/52F Âu Cơ, P. 14, Quận 11, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.7707810000000,106.6483610000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvhv2wpuro93b,--,--,--,--,--,Combo 2 bánh cuốn Bình Định đặc biệt (79.000đ) | Bún khô + Tương đậu phộng (59.000đ) | Bánh cuốn Bình Định đặc biệt (40.000đ) | Bánh hỏi thịt nướng Bình Định (58.000đ) | Bún nước tương (chay) (38.000đ) | Bún mắm nêm Bình Định đặc biệt (69.000đ) | Combo 2 bánh cuốn Bình Định truyền thống (75.000đ) | Combo 3 cuốn Bình Định truyền thống (162.000đ) | Bánh cuốn Bình Định truyền thống (38.000đ) | Bánh tráng cuốn 2 trứng ốp la (42.000đ) | Bánh tráng cuốn 1 trứng ốp la (29.000đ) | Chả ram giòn Bình Định (17.000đ) | Thịt heo xiên nướng (30.000đ) | Cuốn mắm nêm mini (20.000đ) | Mẹt cuốn thập cẩm nhỏ (179.000đ) | Bún khô + Tương xì dầu (59.000đ) | Mẹt cuốn thập cẩm đặc biệt (255.000đ),https://www.foody.vn/ho-chi-minh/co-my-binh-dinh-banh-cuon-binh-dinh-quan-11
Quán 5 Hiếu - Quán Nhậu Bình Dân,_._,"55/3 Bình Phú, P. Tam Phú, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  10:00 - 22:00,50.000đ - 100.000đ,10.8550337845909,106.7403584718704,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg1epaxw0d50d,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/quan-5-hieu-quan-nhau-binh-dan
Ốc Lẩu 268 - Trường Sa,_._,"188 Trường Sa, P. 3, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  04:00 - 23:59,Đang cập nhật,10.7946541000000,106.6949235000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lxjeisk8jjkr41,--,--,--,--,--,Hàu sữa nướng phô mai (24.000đ) | Hàu sữa nướng mỡ hành (24.000đ) | Ốc cà na rang muối (59.000đ) | Ốc cà na xào me (59.000đ) | Ốc hương sốt bơ tỏi (107.000đ) | Ốc hương xào me (107.000đ) | Ốc hương cháy tỏi (107.000đ) | Ốc hương rang muối (107.000đ) | Ốc bulot nướng tiêu xanh (90.000đ) | Ốc mỡ xào me (90.000đ) | Ốc bulot nướng mắm nhĩ (90.000đ) | Ốc mỡ sốt bơ tỏi (90.000đ) | Ốc mỡ rang muối (90.000đ) | Ốc mỡ cháy tỏi (90.000đ) | Ốc móng tay xào rau muống (60.000đ) | Ốc mỡ xào me (90.000đ) | Ốc bươu nướng tiêu xanh (59.000đ),https://www.foody.vn/ho-chi-minh/oc-lau-268-truong-sa
Ốc Oanh - Võ Văn Kiệt,8.3,"18 Võ Văn Kiệt, P. Nguyễn Thái Bình, Quận 1, TP. HCM",Chưa mở cửa  15:00 - 22:00,30.000đ - 50.000đ,10.7638910000000,106.6971720000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfv8l8x5d5l78,8.8,8.5,8.3,8.3,7.8,,https://www.foody.vn/ho-chi-minh/oc-oanh-vo-van-kiet
